Date,Transaction Type,Name,Memo/Description,Split,Amount,Balance
03/22/2023,Expense,Marys Creative Garden Restaurant,Mike ross,Credit Card - Ramp,10.04,53743458.37
03/22/2023,Expense,Dovetail,,Tools & Subscription - G&A,70,53743528.37
03/22/2023,Expense,Notion Labs,,Tools & Subscription - G&A,1211.1,53744739.47
03/22/2023,Expense,Vimcal,,Tools & Subscription - G&A,15,53744754.47
03/22/2023,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,70,53744824.47
03/22/2023,Expense,Vimcal,Harvey Spector,Credit Card - Ramp,15,53744839.47
03/22/2023,Expense,Marys Creative Garden Restaurant,Mike ross,Meals & Entertainment,10.04,53744849.51
03/22/2023,Expense,Dovetail,,Tools & Subscription - G&A,70,53744919.51
03/22/2023,Expense,Marys Creative Garden Restaurant,Mike ross,Meals & Entertainment,10.04,53744929.55
03/22/2023,Expense,Marys Creative Garden Restaurant,Mike ross,Credit Card - Ramp,10.04,53744939.59
03/22/2023,Expense,Vimcal,,Tools & Subscription - G&A,15,53744954.59
03/22/2023,Expense,Vimcal,Harvey Spector,Credit Card - Ramp,15,53744969.59
03/22/2023,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,70,53745039.59
03/22/2023,Expense,Dovetail,,Tools & Subscription - G&A,70,53745109.59
03/22/2023,Expense,Notion Labs,Mike ross,Credit Card - Ramp,1211.1,53746320.69
03/22/2023,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,70,53746390.69
03/22/2023,Expense,Vimcal,Harvey Spector,Credit Card - Ramp,15,53746405.69
03/22/2023,Expense,Notion Labs,,Tools & Subscription - G&A,1211.1,53747616.79
03/22/2023,Expense,Vimcal,,Tools & Subscription - G&A,15,53747631.79
03/22/2023,Expense,Notion Labs,Mike ross,Credit Card - Ramp,1211.1,53748842.89
03/23/2023,Expense,Super,Harvey Spector,Credit Card - Ramp,12,53748854.89
03/23/2023,Expense,Australia,Mike ross,Office expenses:Office supplies,128.78,53748983.67
03/23/2023,Expense,Dymocks Booragoon,Mike ross,Credit Card - Ramp,21.23,53749004.9
03/23/2023,Expense,Dymocks Booragoon,,General business expenses:Memberships & subscriptions,21.23,53749026.13
03/23/2023,Expense,Dymocks Booragoon,Mike ross,Credit Card - Ramp,31.33,53749057.46
03/23/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,24.3,53749081.76
03/23/2023,Expense,Super,,Tools & Subscription - G&A,12,53749093.76
03/23/2023,Expense,Dymocks Booragoon,,General business expenses:Memberships & subscriptions,31.33,53749125.09
03/23/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,24.3,53749149.39
03/23/2023,Expense,Super,Harvey Spector,Credit Card - Ramp,12,53749161.39
03/23/2023,Expense,Super,,Tools & Subscription - G&A,12,53749173.39
03/23/2023,Expense,Super,Harvey Spector,Credit Card - Ramp,12,53749185.39
03/23/2023,Expense,Dymocks Booragoon,,General business expenses:Memberships & subscriptions,21.23,53749206.62
03/23/2023,Expense,Australia,Mike ross,Office expenses:Office supplies,128.78,53749335.4
03/23/2023,Expense,Superhuman,,Professional Service Charges,30,53749365.4
03/23/2023,Expense,Dymocks Booragoon,,General business expenses:Memberships & subscriptions,31.33,53749396.73
03/23/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,24.3,53749421.03
03/23/2023,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,53749451.03
03/23/2023,Expense,Dymocks Booragoon,Mike ross,Credit Card - Ramp,31.33,53749482.36
03/23/2023,Expense,Dymocks Booragoon,Mike ross,Credit Card - Ramp,21.23,53749503.59
03/23/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,24.3,53749527.89
03/23/2023,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,53749557.89
03/23/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,24.3,53749582.19
03/23/2023,Expense,Super,,Tools & Subscription - G&A,12,53749594.19
03/23/2023,Expense,Dymocks Booragoon,Mike ross,Credit Card - Ramp,31.33,53749625.52
03/23/2023,Expense,Dymocks Booragoon,Mike ross,Credit Card - Ramp,21.23,53749646.75
03/23/2023,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,53749676.75
03/23/2023,Expense,Australia,Mike ross,Credit Card - Ramp,128.78,53749805.53
03/23/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,24.3,53749829.83
03/23/2023,Expense,Australia,Mike ross,Credit Card - Ramp,128.78,53749958.61
03/23/2023,Expense,Australia,Mike ross,Credit Card - Ramp,128.78,53750087.39
03/23/2023,Expense,Dymocks Booragoon,,General business expenses:Memberships & subscriptions,21.23,53750108.62
03/23/2023,Expense,Australia,Mike ross,Office expenses:Office supplies,128.78,53750237.4
03/23/2023,Expense,Superhuman,,Professional Service Charges,30,53750267.4
03/23/2023,Expense,Dymocks Booragoon,,General business expenses:Memberships & subscriptions,31.33,53750298.73
03/23/2023,Expense,Dymocks Booragoon,,General business expenses:Memberships & subscriptions,21.23,53750319.96
03/23/2023,Expense,Superhuman,,Professional Service Charges,30,53750349.96
03/23/2023,Expense,Dymocks Booragoon,Mike ross,Credit Card - Ramp,31.33,53750381.29
03/23/2023,Expense,Super,,Tools & Subscription - G&A,12,53750393.29
03/23/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,24.3,53750417.59
03/23/2023,Expense,Superhuman,,Professional Service Charges,30,53750447.59
03/23/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,24.3,53750471.89
03/23/2023,Expense,Australia,Mike ross,Credit Card - Ramp,128.78,53750600.67
03/23/2023,Expense,Dymocks Booragoon,,General business expenses:Memberships & subscriptions,31.33,53750632
03/23/2023,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,53750662
03/23/2023,Expense,Dymocks Booragoon,Mike ross,Credit Card - Ramp,21.23,53750683.23
03/23/2023,Expense,Australia,Mike ross,Office expenses:Office supplies,128.78,53750812.01
03/24/2023,Expense,Benedict Evans,Harvey Spector,Professional Service Charges,10,53750822.01
03/24/2023,Expense,Benedict Evans,Harvey Spector,Professional Service Charges,10,53750832.01
03/24/2023,Expense,Benedict Evans,Harvey Spector,Credit Card - Ramp,10,53750842.01
03/24/2023,Expense,Benedict Evans,Harvey Spector,Professional Service Charges,10,53750852.01
03/24/2023,Expense,Benedict Evans,Harvey Spector,Credit Card - Ramp,10,53750862.01
03/24/2023,Expense,Benedict Evans,Harvey Spector,Credit Card - Ramp,10,53750872.01
03/24/2023,Expense,Benedict Evans,Harvey Spector,Credit Card - Ramp,10,53750882.01
03/24/2023,Expense,Benedict Evans,Harvey Spector,Professional Service Charges,10,53750892.01
03/25/2023,Expense,Zoom,Chad Blumenthal,Credit Card - Ramp,15.99,53750908
03/25/2023,Expense,Miro,,Tools & Subscription - G&A,90,53750998
03/25/2023,Expense,Zoom,Chad Blumenthal,Credit Card - Ramp,15.99,53751013.99
03/25/2023,Expense,Zoom,,Tools & Subscription - G&A,15.99,53751029.98
03/25/2023,Expense,Miro,Mike ross,Credit Card - Ramp,90,53751119.98
03/25/2023,Expense,Miro,,Tools & Subscription - G&A,90,53751209.98
03/25/2023,Expense,Zoom,,Tools & Subscription - G&A,15.99,53751225.97
03/25/2023,Expense,Miro,,Tools & Subscription - G&A,90,53751315.97
03/25/2023,Expense,Miro,Mike ross,Credit Card - Ramp,90,53751405.97
03/25/2023,Expense,Miro,Mike ross,Credit Card - Ramp,90,53751495.97
03/25/2023,Expense,Miro,,Tools & Subscription - G&A,90,53751585.97
03/25/2023,Expense,Zoom,,Tools & Subscription - G&A,15.99,53751601.96
03/25/2023,Expense,Zoom,Chad Blumenthal,Credit Card - Ramp,15.99,53751617.95
03/25/2023,Expense,Zoom,,Tools & Subscription - G&A,15.99,53751633.94
03/26/2023,Expense,Man-made,Harvey Spector,Credit Card - Ramp,19,53751652.94
03/26/2023,Expense,Man-made,Harvey Spector,Credit Card - Ramp,19,53751671.94
03/26/2023,Expense,Artificer,Mike ross,Credit Card - Ramp,3.1,53751675.04
03/26/2023,Expense,Man-made,Harvey Spector,Professional Service Charges,19,53751694.04
03/26/2023,Expense,Man-made,Harvey Spector,Credit Card - Ramp,19,53751713.04
03/26/2023,Expense,Man-made,Harvey Spector,Professional Service Charges,19,53751732.04
03/26/2023,Expense,Artificer,,Meals & Entertainment,3.1,53751735.14
03/26/2023,Expense,Man-made,Harvey Spector,Professional Service Charges,19,53751754.14
03/26/2023,Expense,Artificer,Mike ross,Credit Card - Ramp,3.1,53751757.24
03/26/2023,Expense,Man-made,Harvey Spector,Professional Service Charges,19,53751776.24
03/26/2023,Expense,Artificer,Mike ross,Credit Card - Ramp,3.1,53751779.34
03/26/2023,Expense,Artificer,,Meals & Entertainment,3.1,53751782.44
03/26/2023,Expense,Artificer,Mike ross,Credit Card - Ramp,3.1,53751785.54
03/26/2023,Expense,Man-made,Harvey Spector,Credit Card - Ramp,19,53751804.54
03/26/2023,Expense,Artificer,,Meals & Entertainment,3.1,53751807.64
03/26/2023,Expense,Artificer,,Meals & Entertainment,3.1,53751810.74
03/27/2023,Expense,Cuckoo Callay,Mike ross,Meals & Entertainment,12.61,53751823.35
03/27/2023,Expense,Sentry,Balapavan Tirumani,Credit Card - Ramp,29,53751852.35
03/27/2023,Expense,Splitbee,Harris Jose,Credit Card - Ramp,16.52,53751868.87
03/27/2023,Expense,Cuckoo Callay,Mike ross,Credit Card - Ramp,12.61,53751881.48
03/27/2023,Expense,Splitbee,Harris Jose,Credit Card - Ramp,16.52,53751898
03/27/2023,Expense,Artificer,Mike ross,Credit Card - Ramp,3.09,53751901.09
03/27/2023,Expense,Sentry,Balapavan Tirumani,Credit Card - Ramp,29,53751930.09
03/27/2023,Expense,Sentry,,Tools & Subscription - G&A,29,53751959.09
03/27/2023,Expense,Artificer,Mike ross,Credit Card - Ramp,3.09,53751962.18
03/27/2023,Expense,Splitbee,,Tools & Subscription - G&A,16.52,53751978.7
03/27/2023,Expense,Cuckoo Callay,Mike ross,Meals & Entertainment,12.61,53751991.31
03/27/2023,Expense,Cuckoo Callay,Mike ross,Credit Card - Ramp,12.61,53752003.92
03/27/2023,Expense,Artificer,,Meals & Entertainment,3.09,53752007.01
03/27/2023,Expense,Splitbee,,Tools & Subscription - G&A,16.52,53752023.53
03/27/2023,Expense,Sendinblue,,Tools & Subscription - G&A,57.77,53752081.3
03/27/2023,Expense,Sentry,,Tools & Subscription - G&A,29,53752110.3
03/27/2023,Expense,Sendinblue,Balapavan Tirumani,Credit Card - Ramp,57.77,53752168.07
03/27/2023,Expense,Cuckoo Callay,Mike ross,Meals & Entertainment,12.61,53752180.68
03/27/2023,Expense,Artificer,,Meals & Entertainment,3.09,53752183.77
03/27/2023,Expense,Splitbee,Harris Jose,Credit Card - Ramp,16.52,53752200.29
03/27/2023,Expense,Sendinblue,Balapavan Tirumani,Credit Card - Ramp,57.77,53752258.06
03/27/2023,Expense,Artificer,,Meals & Entertainment,3.09,53752261.15
03/27/2023,Expense,Artificer,,Meals & Entertainment,3.09,53752264.24
03/27/2023,Expense,Sendinblue,,Tools & Subscription - G&A,57.77,53752322.01
03/27/2023,Expense,Cuckoo Callay,Mike ross,Credit Card - Ramp,12.61,53752334.62
03/27/2023,Expense,Sendinblue,Balapavan Tirumani,Credit Card - Ramp,57.77,53752392.39
03/27/2023,Expense,Artificer,Mike ross,Credit Card - Ramp,3.09,53752395.48
03/27/2023,Expense,Sentry,,Tools & Subscription - G&A,29,53752424.48
03/27/2023,Expense,Splitbee,,Tools & Subscription - G&A,16.52,53752441
03/27/2023,Expense,Sendinblue,,Tools & Subscription - G&A,57.77,53752498.77
03/27/2023,Expense,Artificer,Mike ross,Credit Card - Ramp,3.09,53752501.86
03/27/2023,Expense,Cuckoo Callay,Mike ross,Meals & Entertainment,12.61,53752514.47
03/27/2023,Expense,Sentry,,Tools & Subscription - G&A,29,53752543.47
03/27/2023,Expense,Splitbee,,Tools & Subscription - G&A,16.52,53752559.99
03/27/2023,Expense,Cuckoo Callay,Mike ross,Credit Card - Ramp,12.61,53752572.6
03/27/2023,Expense,Sendinblue,,Tools & Subscription - G&A,57.77,53752630.37
03/27/2023,Expense,Sentry,Balapavan Tirumani,Credit Card - Ramp,29,53752659.37
03/28/2023,Expense,TenTo,Mike ross,Meals & Entertainment,6.58,53752665.95
03/28/2023,Expense,Github,,Tools & Subscription - G&A,40,53752705.95
03/28/2023,Expense,Captain'S Cafe Bar And Gr Restaurant,Mike ross,Credit Card - Ramp,68.39,53752774.34
03/28/2023,Expense,Twcoffee Juhu Mumbai Restaurant,Harvey Spector,Credit Card - Ramp,9.07,53752783.41
03/28/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,17.35,53752800.76
03/28/2023,Expense,Dabang,Mike ross,Credit Card - Ramp,20.26,53752821.02
03/28/2023,Expense,Github,,Tools & Subscription - G&A,40,53752861.02
03/28/2023,Expense,Dabang,Mike ross,Meals & Entertainment,20.26,53752881.28
03/28/2023,Expense,TenTo,Mike ross,Credit Card - Ramp,6.58,53752887.86
03/28/2023,Expense,Twcoffee Juhu Mumbai Restaurant,Harvey Spector,Meals & Entertainment,9.07,53752896.93
03/28/2023,Expense,The Carrington,,Meals & Entertainment,17.35,53752914.28
03/28/2023,Expense,The Carrington,,Meals & Entertainment,17.35,53752931.63
03/28/2023,Expense,Dabang,Mike ross,Meals & Entertainment,20.26,53752951.89
03/28/2023,Expense,Captain'S Cafe Bar And Gr Restaurant,Mike ross,Meals & Entertainment,68.39,53753020.28
03/28/2023,Expense,Twcoffee Juhu Mumbai Restaurant,Harvey Spector,Credit Card - Ramp,9.07,53753029.35
03/28/2023,Expense,Twcoffee Juhu Mumbai Restaurant,Harvey Spector,Meals & Entertainment,9.07,53753038.42
03/28/2023,Expense,Dabang,Mike ross,Meals & Entertainment,20.26,53753058.68
03/28/2023,Expense,TenTo,Mike ross,Meals & Entertainment,6.58,53753065.26
03/28/2023,Expense,Github,Balapavan Tirumani,Credit Card - Ramp,40,53753105.26
03/28/2023,Expense,Github,,Tools & Subscription - G&A,40,53753145.26
03/28/2023,Expense,TenTo,Mike ross,Meals & Entertainment,6.58,53753151.84
03/28/2023,Expense,Captain'S Cafe Bar And Gr Restaurant,Mike ross,Meals & Entertainment,68.39,53753220.23
03/28/2023,Expense,The Carrington,,Meals & Entertainment,17.35,53753237.58
03/28/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,17.35,53753254.93
03/28/2023,Expense,Twcoffee Juhu Mumbai Restaurant,Harvey Spector,Meals & Entertainment,9.07,53753264
03/28/2023,Expense,Twcoffee Juhu Mumbai Restaurant,Harvey Spector,Credit Card - Ramp,9.07,53753273.07
03/28/2023,Expense,TenTo,Mike ross,Credit Card - Ramp,6.58,53753279.65
03/28/2023,Expense,Captain'S Cafe Bar And Gr Restaurant,Mike ross,Meals & Entertainment,68.39,53753348.04
03/28/2023,Expense,TenTo,Mike ross,Credit Card - Ramp,6.58,53753354.62
03/28/2023,Expense,Dabang,Mike ross,Credit Card - Ramp,20.26,53753374.88
03/28/2023,Expense,Github,Balapavan Tirumani,Credit Card - Ramp,40,53753414.88
03/28/2023,Expense,Github,,Tools & Subscription - G&A,40,53753454.88
03/28/2023,Expense,Captain'S Cafe Bar And Gr Restaurant,Mike ross,Meals & Entertainment,68.39,53753523.27
03/28/2023,Expense,The Carrington,,Meals & Entertainment,17.35,53753540.62
03/28/2023,Expense,TenTo,Mike ross,Meals & Entertainment,6.58,53753547.2
03/28/2023,Expense,Dabang,Mike ross,Meals & Entertainment,20.26,53753567.46
03/28/2023,Expense,Dabang,Mike ross,Credit Card - Ramp,20.26,53753587.72
03/28/2023,Expense,TenTo,Mike ross,Credit Card - Ramp,6.58,53753594.3
03/28/2023,Expense,Github,Balapavan Tirumani,Credit Card - Ramp,40,53753634.3
03/28/2023,Expense,Dabang,Mike ross,Credit Card - Ramp,20.26,53753654.56
03/28/2023,Expense,Twcoffee Juhu Mumbai Restaurant,Harvey Spector,Meals & Entertainment,9.07,53753663.63
03/28/2023,Expense,Captain'S Cafe Bar And Gr Restaurant,Mike ross,Credit Card - Ramp,68.39,53753732.02
03/28/2023,Expense,Twcoffee Juhu Mumbai Restaurant,Harvey Spector,Credit Card - Ramp,9.07,53753741.09
03/28/2023,Expense,Captain'S Cafe Bar And Gr Restaurant,Mike ross,Credit Card - Ramp,68.39,53753809.48
03/28/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,17.35,53753826.83
03/28/2023,Expense,Captain'S Cafe Bar And Gr Restaurant,Mike ross,Credit Card - Ramp,68.39,53753895.22
03/28/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,17.35,53753912.57
03/29/2023,Expense,Netlify,,Tools & Subscription - G&A,19,53753931.57
03/29/2023,Expense,Zushi,Mike ross,Meals & Entertainment,43.56,53753975.13
03/29/2023,Expense,Netlify,,Tools & Subscription - G&A,19,53753994.13
03/29/2023,Expense,Netlify,Balapavan Tirumani,Credit Card - Ramp,19,53754013.13
03/29/2023,Expense,Zushi,Mike ross,Credit Card - Ramp,43.56,53754056.69
03/29/2023,Expense,Zushi,Mike ross,Meals & Entertainment,43.56,53754100.25
03/29/2023,Expense,Netlify,Balapavan Tirumani,Credit Card - Ramp,19,53754119.25
03/29/2023,Expense,Zushi,Mike ross,Credit Card - Ramp,43.56,53754162.81
03/29/2023,Expense,Zushi,Mike ross,Meals & Entertainment,43.56,53754206.37
03/29/2023,Expense,Zushi,Mike ross,Meals & Entertainment,43.56,53754249.93
03/29/2023,Expense,Netlify,,Tools & Subscription - G&A,19,53754268.93
03/29/2023,Expense,Netlify,,Tools & Subscription - G&A,19,53754287.93
03/29/2023,Expense,Netlify,Balapavan Tirumani,Credit Card - Ramp,19,53754306.93
03/29/2023,Expense,Zushi,Mike ross,Credit Card - Ramp,43.56,53754350.49
03/29/2023,Expense,Zushi,Mike ross,Credit Card - Ramp,43.56,53754394.05
03/30/2023,Expense,Midjourney,,Tools & Subscription - G&A,105.6,53754499.65
03/30/2023,Expense,Zapier,,Tools & Subscription - G&A,29.99,53754529.64
03/30/2023,Expense,Hypefury,,Tools & Subscription - G&A,175.32,53754704.96
03/30/2023,Expense,Hypefury,,Tools & Subscription - G&A,175.32,53754880.28
03/30/2023,Expense,Zapier,,Tools & Subscription - G&A,29.99,53754910.27
03/30/2023,Expense,Retool,,Tools & Subscription - G&A,90,53755000.27
03/30/2023,Expense,Pragmaticengineer.Com,,Tools & Subscription - G&A,150,53755150.27
03/30/2023,Expense,Retool,Ahielan Ravichandran,Credit Card - Ramp,90,53755240.27
03/30/2023,Expense,Suzuya Restaurant,Mike ross,Meals & Entertainment,39.17,53755279.44
03/30/2023,Expense,Suzuya Restaurant,Mike ross,Credit Card - Ramp,39.17,53755318.61
03/30/2023,Expense,Hypefury,Harvey Spector,Credit Card - Ramp,175.32,53755493.93
03/30/2023,Expense,Suzuya Restaurant,Mike ross,Credit Card - Ramp,39.17,53755533.1
03/30/2023,Expense,Retool,,Tools & Subscription - G&A,90,53755623.1
03/30/2023,Expense,Zapier,Chad Blumenthal,Credit Card - Ramp,29.99,53755653.09
03/30/2023,Expense,Pragmaticengineer.Com,Harris Jose,Credit Card - Ramp,150,53755803.09
03/30/2023,Expense,Retool,,Tools & Subscription - G&A,90,53755893.09
03/30/2023,Expense,Midjourney,,Tools & Subscription - G&A,105.6,53755998.69
03/30/2023,Expense,Zapier,,Tools & Subscription - G&A,29.99,53756028.68
03/30/2023,Expense,Hypefury,,Tools & Subscription - G&A,175.32,53756204
03/30/2023,Expense,Suzuya Restaurant,Mike ross,Credit Card - Ramp,39.17,53756243.17
03/30/2023,Expense,Pragmaticengineer.Com,,Tools & Subscription - G&A,150,53756393.17
03/30/2023,Expense,Midjourney,,Tools & Subscription - G&A,105.6,53756498.77
03/30/2023,Expense,Hypefury,Harvey Spector,Credit Card - Ramp,175.32,53756674.09
03/30/2023,Expense,Suzuya Restaurant,Mike ross,Meals & Entertainment,39.17,53756713.26
03/30/2023,Expense,Hypefury,Harvey Spector,Credit Card - Ramp,175.32,53756888.58
03/30/2023,Expense,Midjourney,Mike ross,Credit Card - Ramp,105.6,53756994.18
03/30/2023,Expense,Pragmaticengineer.Com,Harris Jose,Credit Card - Ramp,150,53757144.18
03/30/2023,Expense,Zapier,Chad Blumenthal,Credit Card - Ramp,29.99,53757174.17
03/30/2023,Expense,Retool,Ahielan Ravichandran,Credit Card - Ramp,90,53757264.17
03/30/2023,Expense,Pragmaticengineer.Com,,Tools & Subscription - G&A,150,53757414.17
03/30/2023,Expense,Suzuya Restaurant,Mike ross,Meals & Entertainment,39.17,53757453.34
03/30/2023,Expense,Pragmaticengineer.Com,Harris Jose,Credit Card - Ramp,150,53757603.34
03/30/2023,Expense,Midjourney,Mike ross,Credit Card - Ramp,105.6,53757708.94
03/30/2023,Expense,Midjourney,Mike ross,Credit Card - Ramp,105.6,53757814.54
03/30/2023,Expense,Retool,,Tools & Subscription - G&A,90,53757904.54
03/30/2023,Expense,Pragmaticengineer.Com,,Tools & Subscription - G&A,150,53758054.54
03/30/2023,Expense,Suzuya Restaurant,Mike ross,Credit Card - Ramp,39.17,53758093.71
